,First Name,Date,Event,Pools,Pools,Table of 512,Table of 256,Table of 128,Table of 128,Table of 64,Table of 32,Table of 16,Table of 8,Semi-Finals,Bronze Medal Matches,Finals
Smith,Brianna,7/7/2022,V50WS,Ref: 1,,, , ,, ,Ref: 2,Ref: 2,Ref: 1  Video: 1,Ref: 1, , 
Smith,Brianna,7/7/2022,V60WS,Ref: 1,,, , ,, ,Ref: 3,Ref: 1,Ref: 1,Ref: 1, , 
Smith,Brianna,7/8/2022,DV2WE,Ref: 1,,, ,Ref: 1,,Ref: 1, , , , , , 
Smith,Brianna,7/8/2022,VTMWS, ,,, , ,, , ,Ref: 1,Ref: 1,Ref: 1, ,Ref: 1
Smith,Brianna,7/9/2022,DV2MS, ,,, ,Ref: 4,,Ref: 2,Ref: 1,Ref: 1,Ref: 1, , ,Ref: 1
Smith,Brianna,7/9/2022,Y14WS,Ref: 2,,, ,Ref: 3,,Ref: 1, , , , , , 
Soliman,Khaled,7/2/2022,DV1ME,Ref: 1,,, ,Ref: 2,,Ref: 1, , ,Ref: 1, , , 
Soliman,Khaled,7/3/2022,U19MF,Ref: 1,,,Ref: 3,Ref: 2,,Ref: 2, , , , , , 
Soliman,Khaled,7/3/2022,U19WE,Ref: 1,,,Ref: 1, ,, , , , , , , 
Soliman,Khaled,7/4/2022,U19ME,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1, , , , , , 
Soliman,Khaled,7/4/2022,U19WF,Ref: 1,,,Ref: 1,Ref: 1,, , , , , , , 
Soliman,Khaled,7/5/2022,D1AWF, ,,, , ,,Ref: 1,Ref: 1, ,Ref: 1, , , 
Soliman,Khaled,7/5/2022,DV1MF,Ref: 1,,, ,Ref: 1,,Ref: 1, , , , , , 
Soliman,Khaled,7/6/2022,V50ME, ,,, , ,,Ref: 1,Ref: 2,Ref: 2,Ref: 1, , , 
Soliman,Khaled,7/6/2022,V50WF,Ref: 1,,, , ,, , ,Ref: 2,Ref: 1  Video: 1,Ref: 1, , 
Soliman,Khaled,7/6/2022,V80WF,Ref: 1,,, , ,, , , , , , , 
Soliman,Khaled,7/7/2022,D1AMF,Ref: 1,,, ,Ref: 2,, , ,Ref: 1, , , , 
Soliman,Khaled,7/7/2022,DV3WF,Ref: 1,,, ,Ref: 2,,Ref: 2,Ref: 1, , , , , 
Soliman,Khaled,7/10/2022,DV2MF,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,Ref: 1, , , , , 
Soliman,Khaled,7/10/2022,Y12WF,Ref: 1,,, ,Ref: 2,,Ref: 1,Ref: 1, , , , , 
Soliman,Khaled,7/11/2022,DV3WE, ,,, , ,,Ref: 1, ,Ref: 1, , , , 
Soliman,Khaled,7/11/2022,Y12MF,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1, , , , , , 
Stapleton,Lindsay,10/29/2021,U17MF,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,
Stapleton,Lindsay,10/30/2021,DV1MS,Ref: 2,,,,Ref: 4,,Ref: 2,Ref: 1,Video: 2,Ref: 1,Ref: 1,,
Stapleton,Lindsay,10/31/2021,DV1WS,Ref: 2,,,,Ref: 3,,Ref: 3,Ref: 2,Video: 1,Video: 1,,,Ref: 1
Stapleton,Lindsay,11/1/2021,DV1ME,Ref: 1,Ref: 1,,,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,,,,
Stapleton,Lindsay,12/9/2021,DV1MF,,,,Ref: 1,,,Ref: 1,Ref: 1,,,,,
Stapleton,Lindsay,12/9/2021,DV1WS,Ref: 2,,,,Ref: 1,,Ref: 1,,Video: 1  Assist: 1,Assist: 1,Ref: 1,,
Stapleton,Lindsay,12/10/2021,DV1WE,,,,,Ref: 2,,Ref: 2,Ref: 1,Assist: 1,Ref: 1,Assist: 1,,
Stapleton,Lindsay,12/10/2021,U20ME,,,,Ref: 2,Ref: 1,,,,Ref: 1  Assist: 1,Video: 1,Assist: 1,,
Stapleton,Lindsay,12/10/2021,U20WS,Ref: 1,,,,,,,,,,,,
Stapleton,Lindsay,12/11/2021,U20MF,Ref: 1,,,Ref: 2,,,Ref: 2,,Assist: 1,Ref: 1,,,
Stapleton,Lindsay,12/11/2021,U20WF,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,Ref: 1,Ref: 1  Video: 1,Assist: 1,,,
Stapleton,Lindsay,12/12/2021,DV1MS,Ref: 2,,,,Ref: 4,,Ref: 2,Ref: 1,Ref: 1  Assist: 1,,,,
Stapleton,Lindsay,12/12/2021,U17WS,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 1,Ref: 1,Video: 1,Assist: 1,,Video: 1
Stapleton,Lindsay,1/7/2022,DV1MS,Ref: 1,,,,Ref: 3,,Ref: 1,Ref: 1,Assist: 1,,,,Ref: 1
Stapleton,Lindsay,1/8/2022,U20MF,Ref: 1,,,,,,,,,,,,
Stapleton,Lindsay,1/9/2022,U20MS,Ref: 2,,,,,,,,Video: 1,,,,
Stapleton,Lindsay,1/10/2022,V70WS,Ref: 1,,,,,,,,,Ref: 1,,,
Stapleton,Lindsay,2/18/2022,U20MS,Ref: 2,,,Ref: 4,Ref: 4,,Ref: 2,,Video: 2,Video: 1,Video: 1,,Ref: 1
Stapleton,Lindsay,2/20/2022,JTMMF,,,,,,,,Ref: 1,Ref: 1,Ref: 1,,,
Stapleton,Lindsay,2/21/2022,U20MF,Ref: 2,,,Ref: 2,,,,,,,,,
Stapleton,Lindsay,4/21/2022,DV1MS,Ref: 2,,,,Ref: 2,,Ref: 2,Ref: 1,Video: 1,Video: 1,,,
Stapleton,Lindsay,4/21/2022,U19WS,Ref: 2,,,,Ref: 7,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,
Stapleton,Lindsay,4/22/2022,CHRMF,Ref: 1,,,,,,,,,,,,
Stapleton,Lindsay,4/22/2022,DV1MF,Ref: 1,,,,Ref: 2,,Ref: 1,,Ref: 1,,,,
Stapleton,Lindsay,4/22/2022,DV1WS,,,,,Ref: 2,,Ref: 2,Ref: 1,Video: 1,,,,
Stapleton,Lindsay,4/23/2022,U16WS,,,,,Ref: 1,,Ref: 1,Ref: 1,Video: 1,,Ref: 1,,
Stapleton,Lindsay,4/23/2022,U19MS,Ref: 2,,,Ref: 4,Ref: 4,,,Ref: 1,Video: 2,Ref: 1,,,
Stapleton,Lindsay,4/24/2022,CHRMS,Ref: 1,Ref: 1,,,,,,,,Ref: 2,Ref: 1,,Video: 1
Stapleton,Lindsay,7/3/2022,D1AMS,Ref: 1,,, , ,,Ref: 1, , , , , , 
Stapleton,Lindsay,7/3/2022,U19WS,Ref: 2,,, , ,, , ,Video: 1,Video: 1,Video: 1, , 
Stapleton,Lindsay,7/4/2022,DV1MS,Ref: 2,,, ,Ref: 2,,Ref: 2, ,Ref: 1,Video: 1, , , 
Stapleton,Lindsay,7/4/2022,STMWS, ,,, , ,, , , ,Ref: 2, , , 
Stapleton,Lindsay,7/6/2022,U16MF,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1, ,Ref: 1, , , ,Ref: 1
Stapleton,Lindsay,7/6/2022,V50WF, ,,, , ,, , ,Ref: 1, , , , 
Stapleton,Lindsay,7/7/2022,V40WS,Ref: 1,,, , ,, , ,Ref: 1,Ref: 3,Ref: 1, ,Ref: 1
Stapleton,Lindsay,7/7/2022,V60WS,Ref: 1,,, , ,, ,Ref: 2,Ref: 2,Video: 2, , ,Video: 1
Stapleton,Lindsay,7/9/2022,DV2MS,Ref: 1,,, , ,, , , , , , , 
Stapleton,Lindsay,7/9/2022,Y14WS,Ref: 2,,, , ,, , , , ,Video: 1, , 
Stapleton,Lindsay,7/11/2022,Y10MS, ,,, , ,, , , , , , , 
Stasinos,Mark,10/29/2021,U17MF,Ref: 1,,,,,,,,Assist: 1,Ref: 1,,,
Stasinos,Mark,10/30/2021,DV1WF,Ref: 1,,,,Ref: 2,,Ref: 1,,Ref: 1,,,,
Stasinos,Mark,10/30/2021,Y14MF,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 1,,,,,
Stasinos,Mark,10/31/2021,DV1MF,Ref: 1,,,,,,,,,,,,
Stasinos,Mark,10/31/2021,U17WF,Ref: 1,,,,,,,,,,,,
Stasinos,Mark,11/1/2021,DV1ME,,,,,,,Ref: 1,Ref: 1,Ref: 1,Video: 1,,,
Stasinos,Mark,11/1/2021,Y14WF,Ref: 1,,,,,,,,,Video: 1,Video: 1,,
Stasinos,Mark,12/10/2021,U17MF,Ref: 1,,,,,,,,,,,,
Stasinos,Mark,12/10/2021,U20ME,Ref: 1,,,,,,,,,,,,
Stasinos,Mark,12/11/2021,U20MF,Ref: 1,,,Ref: 2,Ref: 2,,,Ref: 1,Video: 1,,,,
Stasinos,Mark,12/11/2021,U20WF,Ref: 1,,,,,,,,,,,,
Stasinos,Mark,12/12/2021,DV1WF,Ref: 2,,,,,,,,,,,,
Stasinos,Mark,2/18/2022,U20MS,Ref: 2,,,,,,,,,,,,
Stasinos,Mark,2/18/2022,U20WF,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 1,Ref: 1,Ref: 1,,,,
Stasinos,Mark,2/19/2022,JTMMS,,,,,,,,Ref: 1,Ref: 1,,,,
Stasinos,Mark,2/20/2022,U17WF,Ref: 1,,,,Ref: 3,,,Ref: 1,,,,,
Stasinos,Mark,2/20/2022,U20ME,Ref: 1,,,,,,,,,,,,
Stasinos,Mark,2/21/2022,U17WE,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 1,Ref: 1,Video: 1,,,,
Stasinos,Mark,3/4/2022,Y14ME,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,,,,,
Stasinos,Mark,3/4/2022,Y14WF,Ref: 1,,,,,,,,,,,,
Stasinos,Mark,3/5/2022,VETWE,Ref: 1,,,,,,Ref: 1,Ref: 1,,,,,
Stasinos,Mark,3/5/2022,Y12ME,Ref: 1,,,,Ref: 3,,Ref: 1,Ref: 2,,,,,
Stasinos,Mark,3/6/2022,V40WF,,,,,,,,,,Video: 1,Video: 1,,Video: 1
Stasinos,Mark,3/6/2022,V60WF,Ref: 1,,,,,,,,Ref: 3,,,,
Stasinos,Mark,3/6/2022,Y12MF,Ref: 1,,,,,,,,,,,,
Stasinos,Mark,3/7/2022,Y10MS,Ref: 1,,,,,,Ref: 1,Ref: 2,Ref: 1,,,,
Stasinos,Mark,3/7/2022,Y14MF,Ref: 1,,,,,,,,,,,,
Stasinos,Mark,7/8/2022,VTMMF, ,,, , ,, , ,Ref: 1,Ref: 1,Ref: 1,Ref: 1, 
Stasinos,Mark,7/9/2022,DV2WF,Ref: 1,,, , ,, , , , , , , 
Stasinos,Mark,7/9/2022,Y14MF,Ref: 1,,,Ref: 3,Ref: 2,,Ref: 2, , , , , , 
Stasinos,Mark,7/10/2022,DV2MF,Ref: 1,,, , ,, , , , , , , 
Stasinos,Mark,7/10/2022,Y10MF,Ref: 1,,, , ,, , , , ,Video: 1, ,Video: 1
Stasinos,Mark,7/11/2022,Y12WS,Ref: 2,,, , ,, , , , , , , 
Strzalkowski,Thomas,3/4/2022,V40WE,,,,,,,,,,Assist: 2,Assist: 1,,Assist: 1
Strzalkowski,Thomas,3/4/2022,V60MS,Ref: 1,,,,,,,Ref: 2,Ref: 1,Ref: 1,Video: 1,,
Strzalkowski,Thomas,3/5/2022,VETMS,Ref: 1,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,
Strzalkowski,Thomas,3/6/2022,VETWS,Ref: 1,,,,,,Ref: 1,Ref: 1,Ref: 1,,Video: 1,,
Strzalkowski,Thomas,3/6/2022,Y12MS,Ref: 1,,,,Ref: 1,,Ref: 2,,Ref: 1,,,,
Strzalkowski,Thomas,3/7/2022,Y14WS,Ref: 2,,,,Ref: 10,,Ref: 4,Ref: 4,Ref: 1,Ref: 2,,,
Strzalkowski,Thomas,7/4/2022,DV1MS,Ref: 1,,, ,Ref: 4,,Ref: 3, ,Video: 1,Video: 1, , , 
Strzalkowski,Thomas,7/4/2022,STMWS, ,,, , ,, , ,Ref: 1, , , , 
Strzalkowski,Thomas,7/6/2022,VTMMS, ,,, , ,, , , , ,Ref: 1, , 
Strzalkowski,Thomas,7/7/2022,D1AWS,Ref: 1,,, , ,,Ref: 2,Ref: 1,Ref: 1,Ref: 1, , , 
Strzalkowski,Thomas,7/7/2022,Y14MS,Ref: 1,,, , ,, , , , , , , 
Strzalkowski,Thomas,7/8/2022,DV2WS,Ref: 1,,, ,Ref: 1,,Ref: 1,Ref: 1, , , , , 
Strzalkowski,Thomas,7/8/2022,DV3MS,Ref: 1,,, , ,, , , , , , , 
Strzalkowski,Thomas,7/10/2022,DV3WS,Ref: 2,,, , ,, , , , ,Video: 1, ,Video: 1
Strzalkowski,Thomas,7/11/2022,Y12WS,Ref: 2,,, , ,, , , ,Video: 1,Video: 1, , 
Stusinski,Tomasz,10/29/2021,DV1WE,Ref: 1,,,,Ref: 2,,,,,,,,
Stusinski,Tomasz,10/29/2021,U17MF,Ref: 1,,,Ref: 1,Ref: 2,,,,,,,,
Stusinski,Tomasz,10/30/2021,DV1MS,Ref: 1,,,,Ref: 4,,Ref: 2,Ref: 1,,,,,
Stusinski,Tomasz,10/30/2021,Y14WS,Ref: 1,,,,Ref: 1,,Ref: 2,Ref: 1,,,,,
Stusinski,Tomasz,10/31/2021,U17WE,Ref: 1,,,,Ref: 2,,,Ref: 1,,,,,
Stusinski,Tomasz,11/1/2021,U17WS,Ref: 2,,,,,,,,Video: 1,Assist: 1,,,
Stusinski,Tomasz,11/1/2021,Y14WE,,,,,,,Ref: 2,Ref: 1,,Assist: 1,,,
Stusinski,Tomasz,12/9/2021,DV1MF,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 1,,,,,,
Stusinski,Tomasz,12/9/2021,U17WF,Ref: 2,,,,,,Ref: 1,,,,,,
Stusinski,Tomasz,12/10/2021,U17MF,Ref: 1,,,,Ref: 2,,Ref: 3,,,,,,
Stusinski,Tomasz,12/10/2021,U20ME,Ref: 1,,,,,,,,,,,,
Stusinski,Tomasz,12/11/2021,U20MF,Ref: 1,,,Ref: 2,Ref: 1,,,,,,,,
Stusinski,Tomasz,12/11/2021,U20WF,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,,,,,,
Stusinski,Tomasz,12/12/2021,DV1WF,Ref: 2,,,,Ref: 3,,Ref: 2,,,,,,
Swords,Evan,7/5/2022,U16MS,Ref: 2,,, ,Ref: 3,,Ref: 1, ,Ref: 1, , , , 
Swords,Evan,7/5/2022,V60MS,Ref: 1,,, , ,, , ,Ref: 2,Ref: 1, , , 
Swords,Evan,7/6/2022,U16WS,Ref: 2,,, , ,, , , , , , , 
Swords,Evan,7/7/2022,Y14MS,Ref: 2,,,Ref: 3,Ref: 4,, ,Ref: 1, , , , , 
Swords,Evan,7/7/2022,Y14WE,Ref: 1,,, , ,, , , , , , , 
Swords,Evan,7/8/2022,DV2WS,Ref: 2,,, ,Ref: 3,,Ref: 2, , , , , , 
Swords,Evan,7/10/2022,Y10WS,Ref: 1,,, , ,,Ref: 3,Ref: 1, ,Ref: 1,Ref: 1, , 
Swords,Evan,7/11/2022,Y10MS,Ref: 2,,, ,Ref: 4,,Ref: 4,Ref: 2,Ref: 2,Video: 1,Ref: 1, , 
Taggersell,Cara,10/29/2021,U17MF,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,Ref: 1,Video: 1,Video: 1,,,
Taggersell,Cara,10/30/2021,DV1WF,,,,,Ref: 2,,Ref: 1,Ref: 1,Video: 1,Video: 1,,,
Taggersell,Cara,10/31/2021,DV1MF,,,,Ref: 2,,,Ref: 2,Ref: 1,Video: 1,Ref: 1,Ref: 1,,Assist: 1
Taggersell,Cara,10/31/2021,U17WF,Ref: 1,,,,,,,,Video: 2,Video: 2,Video: 1,,
Taggersell,Cara,4/22/2022,DV1MF,Ref: 1,,,,Ref: 2,,,,Ref: 1,Ref: 1,,,
Taggersell,Cara,4/22/2022,DV1WF,,,,,,,Ref: 1,Ref: 1,Video: 2,,,,
Taggersell,Cara,4/23/2022,U16MF,Ref: 1,,,,Ref: 4,,Ref: 1,,Video: 1,,,,
Taggersell,Cara,4/23/2022,U19WF,Ref: 1,,,,Ref: 2,,Ref: 1,,Video: 2,Video: 1,,,
Taggersell,Cara,4/24/2022,U16WF,Ref: 1,,,,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,Video: 1,Video: 1,,Video: 1
Tan,Lawrence,1/8/2022,U20ME,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,,,,,
Tan,Lawrence,1/8/2022,U20MF,Ref: 1,,,Ref: 1,Ref: 1,,,,,,,,
Tan,Lawrence,1/9/2022,DV1ME,Ref: 1,,,Ref: 2,Ref: 2,,,,,,,,
Tan,Lawrence,1/9/2022,V70MF,Ref: 1,,,,,,,,Ref: 1,Ref: 1  Video: 1,Ref: 1,,Video: 1
Tan,Lawrence,1/10/2022,DV1WF,Ref: 1,,,,Ref: 1,,Ref: 1,,,,,,
Tan,Lawrence,1/10/2022,V40ME,Ref: 1,,,,,,,Ref: 1,Ref: 2,Ref: 1  Assist: 1,Video: 1,,
Tass,Atilio,3/4/2022,V70MS,Ref: 1,,,,,,,,Ref: 2,Ref: 1  Video: 1,Ref: 1,,
Tass,Atilio,3/5/2022,VETMS,Ref: 1,,,,,,Ref: 1,Ref: 2,Ref: 1,Video: 1,,,
Tass,Atilio,3/5/2022,Y14MS,Ref: 1,,,Ref: 2,Ref: 5,,Ref: 2,Ref: 1,,,,,
Tass,Atilio,3/6/2022,VETWS,Ref: 1,,,,,,,Ref: 1,Ref: 1,Ref: 2,Video: 1,,
Tass,Atilio,3/6/2022,Y12MS,Ref: 1,,,,Ref: 2,,Ref: 1,,,,,,
Tass,Atilio,3/7/2022,Y14WS,Ref: 1,,,,,,,,Ref: 1,Video: 1,,,Assist: 1
Tass,Atilio,4/21/2022,DV2WF,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 1,Ref: 1,,,,
Tass,Atilio,4/21/2022,U19ME,,,,,Ref: 1,,,,,,,,
Tass,Atilio,4/21/2022,U19MF,Ref: 1,,,Ref: 1,Ref: 2,,,,,,,,
Tass,Atilio,4/22/2022,DV1WF,Ref: 1,,,,,,,,,,,,
Tass,Atilio,4/22/2022,U16MS,Ref: 2,,,,Ref: 2,,,,Ref: 1  Video: 1,Video: 1,,,
Tass,Atilio,4/23/2022,U16WS,Ref: 2,,,,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,
Tass,Atilio,4/24/2022,DV2WS,Ref: 1,,,,,,,,,,,,
Tass,Atilio,7/7/2022,V40WS,Ref: 1,,, , ,, , , ,Ref: 1,Video: 1, ,Video: 1
Tass,Atilio,7/7/2022,V70WS,Ref: 1,,, , ,, , ,Ref: 1,Ref: 1  Video: 1,Ref: 1, ,Ref: 1
Tass,Atilio,7/8/2022,DV2WS,Ref: 2,,, ,Ref: 1,,Ref: 1,Ref: 1, , , , , 
Tass,Atilio,7/8/2022,DV3MS,Ref: 2,,, , ,, , , , , , , 
Tass,Atilio,7/9/2022,DV2MS,Ref: 1,,, , ,, , , , , , , 
Tass,Atilio,7/9/2022,Y14WS,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 1, , , , , , 
Tass,Atilio,7/10/2022,Y10WS,Ref: 1,,, , ,, , ,Ref: 1,Video: 1, , , 
Tass,Atilio,7/11/2022,Y10MS,Ref: 2,,, ,Ref: 4,, , , ,Video: 1, , , 
Temple,Jackson,10/29/2021,U17MF,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,
Temple,Jackson,10/30/2021,DV1WF,,,,,Ref: 2,,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,
Temple,Jackson,10/30/2021,Y14MF,Ref: 1,,,,Ref: 3,,Ref: 1,Ref: 1,Ref: 1,Video: 1,,,Ref: 1
Temple,Jackson,10/31/2021,DV1MF,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 1,Ref: 1,Assist: 1,,,,
Temple,Jackson,10/31/2021,U17WF,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,Ref: 1,Ref: 1  Assist: 1,,,,
Temple,Jackson,11/1/2021,Y14WE,Ref: 1,,,,Ref: 1,,,,,,,,
Temple,Jackson,11/1/2021,Y14WF,,,,,,,,,,Assist: 1,,,
Temple,Jackson,12/9/2021,DV1MF,,,,,Ref: 2,,Ref: 1,Ref: 1,Ref: 1,,,,
Temple,Jackson,12/9/2021,U17WF,Ref: 1,,,,Ref: 1,,Ref: 3,Ref: 1,Video: 2,Video: 1,Ref: 1,,
Temple,Jackson,12/10/2021,U17MF,Ref: 1,,,,Ref: 4,,Ref: 1,Ref: 1,Assist: 2,Ref: 1,,,
Temple,Jackson,12/11/2021,U20MF,,,,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,Assist: 1,Ref: 1,Assist: 1,,
Temple,Jackson,12/11/2021,U20WF,Ref: 1,,,,,,,,Assist: 2,Ref: 1  Video: 1,Video: 1,,
Temple,Jackson,12/12/2021,DV1WF,Ref: 1,,,,Ref: 2,,Ref: 2,,Assist: 1,Ref: 1,,,
Temple,Jackson,1/7/2022,DV1MF,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 2,,,,,,
Temple,Jackson,1/8/2022,U20MF,Ref: 1,,,Ref: 2,Ref: 2,,,Ref: 1,Ref: 1,,,,
Temple,Jackson,1/9/2022,U20WF,Ref: 1,,,,Ref: 4,,Ref: 1,Ref: 1,,,,,
Temple,Jackson,2/18/2022,U20WF,Ref: 1,,,,Ref: 3,,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,
Temple,Jackson,2/19/2022,U17MF,Ref: 1,,,Ref: 2,Ref: 3,,Ref: 1,Ref: 1,Ref: 1,,,,
Temple,Jackson,2/20/2022,U17WF,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 1,,Ref: 1,,,
Temple,Jackson,2/20/2022,U20ME,,,,Ref: 1,Ref: 1,,Ref: 1,,,,,,
Temple,Jackson,2/21/2022,U20MF,Ref: 2,,,Ref: 2,Ref: 3,,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Assist: 1,Ref: 1,,
Temple,Jackson,3/4/2022,Y14WF,Ref: 1,,,,Ref: 2,,Ref: 1,,Ref: 1,,,,Ref: 1
Temple,Jackson,3/5/2022,Y14MS,Ref: 1,,,Ref: 3,Ref: 4,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,Assist: 1
Temple,Jackson,3/6/2022,Y10WF,Ref: 1,,,,,,Ref: 1,Ref: 2,,Assist: 1,Ref: 1,,
Temple,Jackson,3/6/2022,Y12MF,Ref: 1,,,,,,,,,,,,
Temple,Jackson,4/21/2022,U19ME,,,,Ref: 2,Ref: 1,,Ref: 1,,,,,,
Temple,Jackson,4/21/2022,U19MF,Ref: 1,,,Ref: 2,Ref: 4,,Ref: 1,,Ref: 1,Video: 1,,,
Temple,Jackson,4/22/2022,DV1MF,Ref: 1,,,,Ref: 1,,Ref: 1,Ref: 1,,,,,
Temple,Jackson,4/22/2022,DV1WF,Ref: 1,,,,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,,,,
Temple,Jackson,4/23/2022,U16MF,Ref: 1,,,,Ref: 3,,Ref: 3,Ref: 1,,Ref: 1,,,
Temple,Jackson,4/23/2022,U19WF,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,Ref: 1,Ref: 1,,,,
Temple,Jackson,4/24/2022,U16WF,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 1,Video: 1,,,,
Temple,Jackson,7/2/2022,DV1WF, ,,, ,Ref: 1,,Ref: 1,Ref: 1,Ref: 1, , , , 
Temple,Jackson,7/3/2022,U19MF,Ref: 1,,,Ref: 1, ,, , ,Video: 1, ,Ref: 1, , 
Temple,Jackson,7/4/2022,STMMF, ,,, , ,, , ,Ref: 1, , , , 
Temple,Jackson,7/4/2022,U19WF,Ref: 1,,, , ,, , , , , , , 
Temple,Jackson,7/5/2022,D1AWF, ,,, ,Ref: 1,, ,Ref: 1, ,Ref: 1, , ,Ref: 1
Temple,Jackson,7/5/2022,DV1MF,Ref: 1,,, ,Ref: 2,,Ref: 1,Ref: 1, , , , , 
Temple,Jackson,7/6/2022,U16MF,Ref: 1,,,Ref: 3,Ref: 2,,Ref: 1,Ref: 1,Ref: 1, ,Video: 1, , 
Temple,Jackson,7/6/2022,V60WF, ,,, , ,, ,Ref: 1,Ref: 1, , , , 
Temple,Jackson,7/8/2022,VTMMF, ,,, , ,, , ,Ref: 1,Ref: 1, , ,Ref: 1
Temple,Jackson,7/9/2022,DV2WF,Ref: 1,,, ,Ref: 2,,Ref: 1,Ref: 1, , , , , 
Temple,Jackson,7/9/2022,Y14MF,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1, , , , , , 
Temple,Jackson,7/11/2022,Y10WF,Ref: 1,,, ,Ref: 2,,Ref: 3,Ref: 1, , , , , 
Tesche,Askhat,10/29/2021,U17MF,Ref: 1,,,,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,Video: 1,Ref: 1,,
Tesche,Askhat,10/30/2021,DV1WF,Ref: 1,,,,Ref: 2,,,Ref: 1,Ref: 1,Assist: 1,,,
Tesche,Askhat,10/30/2021,Y14MF,Ref: 1,,,,Ref: 3,,Ref: 2,,Ref: 1,,,,
Tesche,Askhat,10/31/2021,DV1MF,,,,Ref: 2,Ref: 1,,Ref: 1,,Ref: 1,Ref: 1,Assist: 1,,
Tesche,Askhat,10/31/2021,U17WF,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,Ref: 1,,Ref: 1  Assist: 1,Ref: 1,,
Tesche,Askhat,11/1/2021,Y14WF,Ref: 1,,,,,,Ref: 3,Ref: 2,Ref: 1,Assist: 1,Video: 1,,
Tesche,Askhat,12/9/2021,DV1MF,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,,Ref: 1,Ref: 1,,,
Tesche,Askhat,12/9/2021,U17WF,Ref: 1,,,,Ref: 1,,Ref: 3,,,,,,
Tesche,Askhat,12/10/2021,U17MS,Ref: 2,,,Ref: 1,Ref: 4,,Ref: 1,,Ref: 2  Assist: 1,,,,
Tesche,Askhat,12/11/2021,U20MF,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,Ref: 1,Assist: 1,Ref: 1,Assist: 1,,
Tesche,Askhat,12/11/2021,U20WF,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,,,,,,
Tesche,Askhat,12/12/2021,DV1WF,Ref: 2,,,,Ref: 3,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Video: 1,,
Tesche,Askhat,1/7/2022,DV1MF,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,,Ref: 1  Assist: 1,Ref: 1,Assist: 1,,
Tesche,Askhat,1/8/2022,U20MF,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,Video: 1,Ref: 1,,,
Tesche,Askhat,1/9/2022,U20WF,Ref: 1,,,,,,Ref: 1,,Video: 1,Video: 1,,,
Tesche,Askhat,1/10/2022,DV1WF,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,
Tesche,Askhat,2/18/2022,U20MS,Ref: 2,,,,,,,,,,,,
Tesche,Askhat,2/18/2022,U20WF,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,,Assist: 1,Ref: 1,Assist: 1,,Ref: 1
Tesche,Askhat,2/19/2022,U17MF,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,Assist: 1,,,,
